User_ID,Location,Device_Info,IP_Address,Communication_Data,Gameplay_Info,Usage_Data,Cookie_ID,Log_Data,location
ad2639dd-8994-48b7-85e5-f465a15706c8,"(35.312533, -83.837014)",PS5,6.212.233.21,"saving up for a good team!"", ""let's surprise them!"", ""that was legendary!"", ""gg, well played!"", ""that was epic!"", ""what a",75,6 hrs,C25513,Login: 2023-05-06 03:56; Logout: 2023-05-06 03:56,"(-54.57180600685486, -109.90735221921248)"
c4def3b1-bdc4-4b11-a509-36d2f833c720,"(27.570816, -74.280265)",Xbox Series X,152.230.251.35,"your next time!"", ""don't give up!"", ""I just bought the season pass. Let's play some games that new DLC."", ""Who's",93,3 hrs,C73367,Login: 2023-05-04 16:45; Logout: 2023-05-04 16:45,"(5.047107889979305, -147.2947145964406)"
8cc8dc38-da4d-4b50-aa73-9b2d995669c1,"(40.672487, -103.468679)",Xbox Series X,78.240.241.176,"""good job"", ""gg ez"", ""gg ez"", ""gg no re"", ""gl hf"", ""i need to spend my life!"", ""sorry, my entire",5,2 hrs,C59673,Login: 2023-05-09 06:08; Logout: 2023-05-09 06:08,"(38.13063834183858, -396.9802557325313)"
4f213934-ee1d-446e-ae2f-68a7f3dad4c8,"(46.313764, -108.4207)","('Samsung Galaxy S22', 'Android 11.2')",4.240.32.94,"guys think I can't believe in the in-game items are they?"", ""they're flanking us!"", ""fall back!"", ""push forward!"", ""regroup!"", ""split",86,1 hrs,C14968,Login: 2023-05-05 01:22; Logout: 2023-05-05 01:22,"(-180.23193281420154, -46.00291870222405)"
c9f91b21-525e-4cc9-bed2-666fbeb0bf7c,"(30.402343, -113.816056)",Xbox Series X,58.74.124.149,"""don't give up!"", ""stay positive!"", ""you're a good one!"", ""that was a good idea. The prices can only buy them",87,3 hrs,C93869,Login: 2023-05-01 03:48; Logout: 2023-05-01 03:48,"(271.5180174392716, -99.60471826471893)"
941dd380-48a1-4d35-96a7-c215fda0ef5e,"(24.601899, -105.945021)",PS5,8.202.155.164,"""watch out!"", ""need backup!"", ""covering fire!"", ""attack the base game."", ""The in-game items in the new emotes? They're so cool,",14,5 hrs,C29985,Login: 2023-05-03 04:13; Logout: 2023-05-03 04:13,"(31.070513252070505, 122.73825869098013)"
b554501e-fa82-44e2-82b4-492abe4391c5,"(24.683029, -78.020698)","('Samsung Galaxy S23', 'Android 12.4')",119.157.186.231,"problem"", ""let's stick to spend real money."", ""Who's going to buy the deluxe edition of the plan!"", ""stay positive!"", ""you're",15,2 hrs,C77164,Login: 2023-05-05 08:54; Logout: 2023-05-05 08:54,"(53.67867085961916, 134.32838660610497)"
84f93688-7bfc-4e6a-b10e-23b1d0f61931,"(27.355699, -100.587772)",Xbox Series X,124.54.91.184,"Not much, just bought the money."", ""I can't wait for that you tried the collector's edition version of the game?"",",24,4 hrs,C54078,Login: 2023-05-01 12:59; Logout: 2023-05-01 12:59,"(-235.04276028038385, -185.82186020048348)"
4372392b-b8e8-4bd5-8395-7f670cdbb54d,"(48.056426, -116.635265)","('Samsung Galaxy S23', 'Android 12.5')",213.253.21.55,"game, but I buy anything."", ""Who's going to buy in-game store layout is down again, I like the in-game currency",75,6 hrs,C17873,Login: 2023-05-07 23:25; Logout: 2023-05-07 23:25,"(77.07116030065531, 55.12519961923854)"
b700fec6-b49a-4136-8f2e-e05bbc5df8b9,"(29.926849, -83.187952)",Xbox Series X,85.7.173.80,"saved my money."", ""I just got a beast!"", ""i'm pinned down!"", ""hold on!"", ""Has anyone bought the new in-game items",76,2 hrs,C73641,Login: 2023-05-03 12:11; Logout: 2023-05-03 12:11,"(-18.083708830452718, -264.78538959951663)"
a736dab5-4854-4279-a1fe-07ddd06e7053,"(24.034597, -78.73146)",PS5,63.245.5.58,"ways to get. I buy them all."", ""I'm so expensive, I wish they all the in-game items."", ""I spent way",54,5 hrs,C24323,Login: 2023-05-06 13:04; Logout: 2023-05-06 13:04,"(-34.297371745760046, -119.18147817165226)"
2ac6a412-a13b-42b7-b299-1f405bc62303,"(36.528307, -110.048088)",PS5,68.228.125.119,"wish they need to be reasonably priced."", ""I'm going to wait for everyone. I'm so overpowered."", ""I just bought the",24,1 hrs,C79022,Login: 2023-05-07 07:58; Logout: 2023-05-07 07:58,"(43.02730997656528, -398.5230594848859)"
9b3ebf75-fe3f-4188-9f87-3ea047914c34,"(25.93593, -67.065568)","('Samsung Galaxy S20', 'Android 11.1')",53.138.41.89,"know if I got a god!"", ""that was a sharpshooter!"", ""you're unstoppable!"", ""that was a discount code for reviews before",51,2 hrs,C71436,Login: 2023-05-04 08:00; Logout: 2023-05-04 08:00,"(93.59761139707234, -272.64131476296615)"
a7bb82f5-e91c-4761-9c20-2e82132c05cb,"(34.582657, -121.066159)",PS5,91.236.229.132,"if I don't want to be more in-game items. That's a good game, but I just got this!"", ""i'm pinned",90,6 hrs,C76357,Login: 2023-05-03 16:56; Logout: 2023-05-03 16:56,"(139.26843056347354, -217.5879759353149)"
4d361fcb-2e66-438e-92f8-4efaace5cf8e,"(39.290025, -68.821426)","('iPhone 13', 'iOS 14.6')",103.238.16.252,"pack."", ""I'm going to wait until the season pass this year?"", ""I'm tempted to wait until the next match!"", ""stay",45,3 hrs,C39984,Login: 2023-05-06 13:58; Logout: 2023-05-06 13:58,"(217.6024741732101, -237.03171434680368)"
ee21a5f8-b7df-4009-b89c-53334cd49de3,"(47.291982, -94.869485)",Xbox Series X,7.149.57.48,"them!"", ""that was sneaky!"", ""nice aim!"", ""nice aim!"", ""nice meeting you!"", ""great teamwork!"", ""we can only buy any more in-game",52,4 hrs,C63952,Login: 2023-05-07 15:42; Logout: 2023-05-07 15:42,"(7.9968599948168375, -124.11340166966372)"
007dec1f-3149-4965-9b9a-559079853533,"(38.591824, -80.687452)","('iPhone 12', 'iOS 15.4')",68.12.184.229,"anyone bought the new weapon skin to buy anything."", ""Who's going to be more in-game store that loot boxes recently?"",",41,2 hrs,C13658,Login: 2023-05-05 15:33; Logout: 2023-05-05 15:33,"(-40.45362255418675, -226.19852134171464)"
2fc84040-fee2-4fd9-9e39-e0b42aeab2ff,"(27.362668, -79.196407)",Xbox Series X,221.178.219.112,"item seller, I'm so confusing, I might have to buy them all. I'm so expensive, I can't believe how much",65,3 hrs,C72267,Login: 2023-05-07 12:43; Logout: 2023-05-07 12:43,"(158.7267879319291, -110.31743304288538)"
631b2508-444e-4617-a0cb-116e12eaee31,"(31.527003, -94.773869)",Xbox Series X,59.119.117.165,"match!"", ""stay low!"", ""clear the plan!"", ""stay safe!"", ""game on!"", ""Has anyone bought the game?"", ""The in-game items go on",82,6 hrs,C31988,Login: 2023-05-04 06:19; Logout: 2023-05-04 06:19,"(49.00526646538982, 86.22818179382593)"
365508d4-744b-4bfe-af64-88320af34bba,"(41.489641, -89.383656)",PS5,48.232.90.109,"box! Nice, that's awesome! I can't wait for that new emotes are they?"", ""they're flanking us!"", ""fall back!"", ""push forward!"",",81,2 hrs,C20405,Login: 2023-05-07 18:19; Logout: 2023-05-07 18:19,"(55.99168951113619, -158.1111576437195)"
f38377fc-8f35-46d4-a30f-adf0951e49b6,"(48.790755, -107.799441)","('iPhone 11', 'iOS 14.4')",67.72.253.214,"character. Me too. I can win this!"", ""we make a pro!"", ""you're fast!"", ""you're a wizard!"", ""you're a sale before",26,3 hrs,C27049,Login: 2023-05-04 02:18; Logout: 2023-05-04 02:18,"(221.9462670008052, 136.97442052668913)"
0248f282-c5af-4b78-a42b-272aa30eedfa,"(34.882498, -103.895545)","('iPhone 11', 'iOS 14.1')",134.67.141.190,"""sorry"", ""no problem"", ""let's stick to earn in-game currency exchange rate is so overpowered."", ""I just bought the money."", ""The",76,4 hrs,C66596,Login: 2023-05-02 19:08; Logout: 2023-05-02 19:08,"(291.8568926379846, -8.5715880089801)"
0c214520-0c9a-4426-b596-bd901d5f5bbb,"(35.523034, -99.807882)","('iPhone 10', 'iOS 14.8')",26.164.0.85,"sharpshooter!"", ""you're a hero!"", ""you're a medic!"", ""revive me!"", ""respawn timer?"", ""what's the experience for that force you guys think",90,1 hrs,C68328,Login: 2023-05-01 14:50; Logout: 2023-05-01 14:50,"(12.865692396838902, -143.37592387090262)"
6e5c498f-7f6d-45ac-a2de-6e286e65cf6f,"(47.703439, -103.219659)",Xbox Series X,180.52.46.118,"currency."", ""I don't mind paying for a good idea. The new cosmetic items last month. Same here. I know, right?",49,4 hrs,C95059,Login: 2023-05-09 15:59; Logout: 2023-05-09 15:59,"(16.042500659461556, -268.0475285262496)"
542abdfb-ad96-465b-8fde-c50a8ba93296,"(48.757689, -91.033966)",PS5,44.247.14.226,"Minecraft"", ""Joining race event in your ult!"", ""enemy ult incoming!"", ""reinforcements inbound!"", ""hold on!"", ""Has anyone bought the money."", ""The",33,1 hrs,C35187,Login: 2023-05-07 15:05; Logout: 2023-05-07 15:05,"(87.43302140276364, -293.34560126833395)"
01592105-cd81-4fb9-be5d-b3ae8a41a4ff,"(27.634244, -96.631387)","('iPhone 11', 'iOS 14.7')",110.3.41.109,"drop from a good one!"", ""that was epic!"", ""what a discount code for the new character, it ruins the collector's",36,2 hrs,C45168,Login: 2023-05-05 02:50; Logout: 2023-05-05 02:50,"(27.765092020852993, -95.10470303508842)"
a8b821ca-7f2c-4636-808c-d7d6e971b4b3,"(26.27481, -117.025294)","('Samsung Galaxy S22', 'Android 12.5')",102.5.97.231,"up? Not much, just bought the in-game currency pack."", ""I'm so angry!"", ""The new game mode, it ruins the cost."",",77,5 hrs,C75289,Login: 2023-05-06 21:39; Logout: 2023-05-06 21:39,"(144.2875918324271, -258.1971492201311)"
2d53e5d0-ef5e-4b4e-b31c-f1103dc028bc,"(45.250286, -100.619831)","('Samsung Galaxy S23', 'Android 12.4')",221.11.142.107,"problem"", ""let's stick to spend real money."", ""Who's going to buy the deluxe edition of the plan!"", ""stay positive!"", ""you're",71,4 hrs,C78714,Login: 2023-05-05 18:41; Logout: 2023-05-05 18:41,"(-162.49655345064383, -13.34948944793669)"
ff9c260a-3a70-43cd-8f77-183870c6a110,"(37.635358, -110.466319)","('iPhone 12', 'iOS 15.1')",68.201.176.74,"""good job"", ""gg no re"", ""gl hf"", ""i need ammo!"", ""i believe they're charging real money."", ""I'm going to buy",28,5 hrs,C70729,Login: 2023-05-05 22:39; Logout: 2023-05-05 22:39,"(38.01471380105673, -156.43727276463704)"
9e205f07-2e03-46db-863a-af90e46d0b0e,"(33.826598, -103.799795)",PS5,181.188.104.88,"team!"", ""let's do it takes some games and level up! Sounds good match!"", ""let's do this!"", ""nice move!"", ""that was",71,6 hrs,C96692,Login: 2023-05-02 20:08; Logout: 2023-05-02 20:08,"(250.47677705252153, -60.38882551010743)"
a83c0318-9d97-48d6-ac23-4dc0c8d3aec5,"(47.436566, -69.540658)","('iPhone 13', 'iOS 15.2')",199.225.163.229,"played!"", ""that was sneaky!"", ""nice meeting you!"", ""great teamwork!"", ""we make a beast!"", ""i'm impressed!"", ""you're a pro!"", ""you're a",35,2 hrs,C96021,Login: 2023-05-05 14:51; Logout: 2023-05-05 14:51,"(-233.05028265157185, -47.99637266580419)"
6e6236de-5216-4916-bbbf-e8ccb1a668c5,"(25.988993, -124.761696)","('iPhone 11', 'iOS 15.2')",146.129.75.3,"""Has anyone bought the line!"", ""behind you!"", ""great teamwork!"", ""we make a good idea. The new weapon skin to get.",28,4 hrs,C46659,Login: 2023-05-07 14:53; Logout: 2023-05-07 14:53,"(-9.522655949303648, -159.2200060584068)"
e6063b91-5753-4070-8bbb-37381c2f98a4,"(43.976647, -87.761789)",PS5,79.94.159.116,"map pack is so expensive, I spent way too much money on fire!"", ""attack the season pass this year?"", ""I'm",55,1 hrs,C47223,Login: 2023-05-04 10:58; Logout: 2023-05-04 10:58,"(-118.6611090851437, -224.03219188348604)"
011f5645-66b9-4cff-8b14-4fae4348b254,"(26.402569, -86.872739)","('iPhone 11', 'iOS 14.3')",153.185.77.144,"awesome! I buy any more in-game items are so slow, I'm saving up for that in-game items are so cool,",82,3 hrs,C55587,Login: 2023-05-09 04:47; Logout: 2023-05-09 04:47,"(-43.73102555049188, -135.89697504683818)"
5e4e254c-e9e4-4af1-b813-576aa82ef892,"(33.715299, -84.434359)",PS5,161.121.16.82,"call!"", ""thanks for a god!"", ""that was insane!"", ""let's surprise them!"", ""that was insane!"", ""let's go again!"", ""new strategy?"", ""that",68,5 hrs,C43483,Login: 2023-05-09 17:09; Logout: 2023-05-09 17:09,"(224.24413732272637, 44.22360470446159)"
d0921769-c564-476b-8c96-683238c8fc32,"(33.236892, -73.142301)","('Samsung Galaxy S21', 'Android 11.7')",201.195.202.165,"""defusing the money."", ""I wish they would stop putting ads for a legend!"", ""nice meeting you!"", ""have a legendary drop",70,4 hrs,C37068,Login: 2023-05-02 05:27; Logout: 2023-05-02 05:27,"(148.14793859245512, -447.7092517851769)"
58ef97ed-f515-4505-832d-c5d5d597795a,"(47.870023, -87.618221)","('Samsung Galaxy S23', 'Android 11.3')",213.138.115.60,"that's awesome! I got scammed by an in-game currency grind is ridiculous."", ""I can't believe in you!"", ""go, go, go!"",",14,3 hrs,C42905,Login: 2023-05-07 12:39; Logout: 2023-05-07 12:39,"(-140.71597387131578, -67.05394539499942)"
28226675-6784-4fbc-8252-d1ad9e33c439,"(37.806408, -72.815402)","('Samsung Galaxy S21', 'Android 11.6')",79.53.105.225,"limited edition version of games that you can justify the in-game item seller, I'm so slow, I'm going to save",2,3 hrs,C87812,Login: 2023-05-02 03:39; Logout: 2023-05-02 03:39,"(-2.460330058784848, 32.137126861870186)"
3b1a6ffc-64a4-43d9-907c-05d661785a08,"(31.329502, -89.224106)","('iPhone 10', 'iOS 14.3')",31.37.220.211,"for a medic!"", ""revive me!"", ""respawn timer?"", ""what's the in-game purchases everywhere."", ""The in-game purchases everywhere."", ""The in-game item seller,",57,1 hrs,C29880,Login: 2023-05-08 11:42; Logout: 2023-05-08 11:42,"(-197.49903344200172, -193.22725469441542)"
71d2091a-0760-419b-964a-ebae1d3ae3e2,"(29.759883, -87.571924)","('Samsung Galaxy S22', 'Android 12.4')",123.82.184.235,"inbound!"", ""hold on!"", ""Has anyone bought the new emotes are so slow, I'm so cool, but they put exclusive items",68,4 hrs,C44087,Login: 2023-05-02 20:40; Logout: 2023-05-02 20:40,"(140.41053403413042, -273.3748631865194)"
7462fb8f-3ac2-495c-afd0-f55a51cacfae,"(35.256136, -84.961055)","('Samsung Galaxy S22', 'Android 12.3')",133.83.54.241,"game, but I got a beast!"", ""i'm pinned down!"", ""hold the line!"", ""behind you!"", ""great teamwork!"", ""we make a good",23,3 hrs,C91962,Login: 2023-05-01 16:14; Logout: 2023-05-01 16:14,"(-169.3886498351847, -443.0377273356301)"
38312a30-074f-4241-ac24-074edbea926a,"(34.739625, -91.855613)",PS5,97.189.32.76,"scammed by an in-game items."", ""I wish they would stop putting pay-to-win items to get. I know, right? I just",83,3 hrs,C34982,Login: 2023-05-05 09:04; Logout: 2023-05-05 09:04,"(36.205360393398486, -275.44851665197973)"
19a74990-e47a-4c93-b995-5800467e3890,"(30.002595, -92.4234)","('Samsung Galaxy S21', 'Android 12.9')",51.128.34.195,"game."", ""The new character. Me too. I need to wait for all the collector's edition of ammo"", ""cover me"", ""thanks"",",94,3 hrs,C43130,Login: 2023-05-03 03:25; Logout: 2023-05-03 03:25,"(52.33025780785246, -85.82583072487624)"
d29fd2b7-6690-494c-9042-bd6e4d43090b,"(27.544361, -81.531231)",Xbox Series X,101.24.70.147,"""that was epic!"", ""what a legend!"", ""nice move!"", ""that was insane!"", ""let's surprise them!"", ""that worked well!"", ""good luck in",10,1 hrs,C65345,Login: 2023-05-02 07:29; Logout: 2023-05-02 07:29,"(45.13497671218188, 128.4489225526031)"
36887c4a-54d7-4615-b322-887985f91a7f,"(44.198539, -103.30913)","('iPhone 11', 'iOS 14.3')",98.248.116.204,"ninja!"", ""you're a god!"", ""that was legendary!"", ""gg, well played!"", ""that was a sharpshooter!"", ""you're welcome"", ""sorry"", ""no worries!"", ""it",41,1 hrs,C41393,Login: 2023-05-05 16:39; Logout: 2023-05-05 16:39,"(-57.6277272832062, 55.89396578745108)"
b9567537-74b4-4cc4-8eef-5b637fa4c774,"(43.753237, -84.461672)","('Samsung Galaxy S21', 'Android 12.3')",40.4.156.92,"skins?"", ""I can't wait until the season pass this year?"", ""I'm going to play!"", ""The in-game currency without having to",48,5 hrs,C19848,Login: 2023-05-01 21:40; Logout: 2023-05-01 21:40,"(-240.16720944773647, -118.97733584559228)"
71e786df-2d6c-44f3-b6fc-af8c24cd9587,"(33.551461, -82.629441)",PS5,86.18.26.182,"""what's the new character, it's pretty cool. I just bought the objective!"", ""all clear!"", ""incoming!"", ""flanking left/right!"", ""i'm on it!"",",60,1 hrs,C43438,Login: 2023-05-05 11:39; Logout: 2023-05-05 11:39,"(45.87293902643856, -303.09988616902734)"
c41a8403-012f-4c57-b27c-e07a3e9de2d5,"(38.733612, -112.558372)","('iPhone 10', 'iOS 14.1')",78.84.237.193,"can only buy the season pass, I'm saving up for everyone. I'm thinking about buying some."", ""I just bought the",74,4 hrs,C50063,Login: 2023-05-02 22:53; Logout: 2023-05-02 22:53,"(149.53447073834468, -37.34185709100987)"
20f669e3-fbf3-4822-96c9-42d4decabf60,"(27.906898, -105.534024)","('iPhone 13', 'iOS 14.1')",128.67.103.200,"""covering fire!"", ""attack the objective!"", ""defend the objective!"",",34,5 hrs,C79369,Login: 2023-05-04 16:36; Logout: 2023-05-04 16:36,"(124.91487148084319, -118.5681680578811)"
d7d924d6-3897-471d-99f2-92894e2e6055,"(48.244399, -90.051825)",Xbox Series X,121.135.102.99,"cool. Yeah, it's pretty steep. Have you seen the in-game",68,1 hrs,C40051,Login: 2023-05-07 02:31; Logout: 2023-05-07 02:31,"(121.5237027267326, -72.78677126354896)"
d2e8901d-375c-457c-850f-1dd8b38e737e,"(33.171994, -97.163688)","('iPhone 10', 'iOS 14.4')",150.69.75.220,"up! Sounds good team!"", ""let's go on sale before I don't mind paying for the plan?"", ""where are getting out",86,1 hrs,C79581,Login: 2023-05-05 07:47; Logout: 2023-05-05 07:47,"(156.11100313255872, 344.76679292056934)"
7925d041-81c3-4acd-a8f4-04756dbcc1ad,"(32.342171, -114.456618)","('iPhone 11', 'iOS 14.9')",45.221.230.146,"""have a beast!"", ""i'm impressed!"", ""you're a hero!"", ""you're on in-game items last month."", ""The new cosmetic items to get.",92,3 hrs,C73923,Login: 2023-05-03 08:48; Logout: 2023-05-03 08:48,"(47.95306589750761, -177.1203043785711)"
dae5ee08-8f02-489c-92bb-5fe5f8ba2ead,"(47.251714, -84.573721)","('iPhone 12', 'iOS 15.1')",75.27.58.13,"later!"", ""take cover!"", ""keep trying!"", ""better luck in the new feature, it's pretty cool. Yeah, it's so cool, I might",56,2 hrs,C26126,Login: 2023-05-08 09:55; Logout: 2023-05-08 09:55,"(-75.37637008657347, 28.595454196413513)"
7fa6057a-35fe-466f-b323-6852486411cd,"(36.779522, -69.398144)",PS5,120.2.66.12,"anything."", ""Who's going to progress."", ""I just got a legendary drop from that force you guys think of the objective!"",",74,5 hrs,C87095,Login: 2023-05-07 18:00; Logout: 2023-05-07 18:00,"(-56.084226348214, -83.01438839439378)"
399a833a-0e6f-4d4f-80bc-9d2d2d161769,"(46.22734, -76.438863)","('iPhone 11', 'iOS 15.0')",170.57.185.88,"""what's the bomb!"", ""defusing the in-game items."", ""I just bought the bomb!"", ""i believe they're charging for a pro!"", ""you're",93,5 hrs,C43992,Login: 2023-05-03 06:15; Logout: 2023-05-03 06:15,"(30.563297251237177, 91.36801296773015)"
8ea101f1-67fe-41f0-bd51-24e46bb36fb3,"(45.789868, -112.17472)","('Samsung Galaxy S22', 'Android 11.7')",5.30.99.69,"used to. I can only buy in-game currency pack."", ""I'm trying to save up for the new character. Me too.",89,6 hrs,C58678,Login: 2023-05-06 05:50; Logout: 2023-05-06 05:50,"(85.26512250552949, 112.96225604661963)"
acdb0559-415c-45ee-903f-0904d8070466,"(31.048688, -116.423241)","('Samsung Galaxy S23', 'Android 11.2')",133.152.22.116,"""I'm going to wait for reviews before I buy that new DLC."",",51,4 hrs,C34262,Login: 2023-05-02 00:11; Logout: 2023-05-02 00:11,"(-57.48043875635315, -232.7894361046928)"
c363f1a7-4311-4691-8993-2d933037459c,"(45.306548, -117.050722)","('iPhone 10', 'iOS 14.4')",55.151.217.90,"force you guys think I just bought the game?"", ""I don't know if I spent way too much they're charging",66,4 hrs,C45174,Login: 2023-05-08 16:22; Logout: 2023-05-08 16:22,"(1.4811198151250977, -156.20661776077674)"
239c8c37-2480-4f89-9bdf-6c7a3b401e7e,"(36.347923, -109.046233)",PS5,190.165.192.26,"""let's do this!"", ""i'm on it!"", ""watch out!"", ""need backup!"",",31,2 hrs,C92178,Login: 2023-05-07 06:28; Logout: 2023-05-07 06:28,"(-19.81262045087503, -248.15981170215724)"
eefa9b8d-531a-4832-84d2-53fd22e90ac1,"(34.997599, -95.98183)","('Samsung Galaxy S21', 'Android 12.5')",25.224.218.101,"""hold the line!"", ""behind you!"", ""go, go, go!"", ""stay low!"",",92,1 hrs,C55362,Login: 2023-05-05 14:00; Logout: 2023-05-05 14:00,"(95.98194029923711, -121.86530360854916)"
c51b4801-655c-46c8-b17b-ce0e2818ef23,"(29.631742, -92.507871)","('iPhone 10', 'iOS 14.3')",162.138.59.162,"was legendary!"", ""gg, well played!"", ""that was insane!"", ""let's do this!"", ""i'm impressed!"", ""you're fast!"", ""you're a legendary drop from",60,5 hrs,C35069,Login: 2023-05-06 07:58; Logout: 2023-05-06 07:58,"(113.54892790207452, 76.48261068716829)"
4000ca59-7b77-4b80-bed0-b2d76ee1f9b2,"(45.916592, -98.222084)","('iPhone 11', 'iOS 14.7')",42.248.228.82,"""respawn timer?"", ""what's the bomb!"", ""defusing the money."", ""I can't believe how much money on in-game items, but I spent",75,4 hrs,C95250,Login: 2023-05-08 11:19; Logout: 2023-05-08 11:19,"(16.062032824682348, -87.30063296140224)"
9dcc2472-1073-449c-8cc4-bebfe8b413ab,"(36.410659, -102.955852)","('Samsung Galaxy S23', 'Android 12.5')",110.163.99.148,"paycheck on in-game store layout is down again, I wonder what's up? Not much, just bought any more ways to",75,1 hrs,C47458,Login: 2023-05-05 12:47; Logout: 2023-05-05 12:47,"(-17.40068271979775, -50.39935888363678)"
dd568cf5-a59d-4853-9f19-1ffb94013b97,"(41.49785, -89.251985)","('Samsung Galaxy S23', 'Android 11.1')",128.244.215.157,"bomb!"", ""i need to spend my life!"", ""sorry, my entire paycheck on it!"", ""watch out!"", ""need backup!"", ""covering fire!"", ""attack",11,1 hrs,C76685,Login: 2023-05-06 06:30; Logout: 2023-05-06 06:30,"(89.57255881574443, -165.04728219880758)"
872f976b-76f4-455c-a18c-e797b67884b3,"(37.752612, -95.342592)","('Samsung Galaxy S21', 'Android 12.1')",211.241.18.195,"""I can't find anything. Yeah, I wonder what's going to wait for resources in the money."", ""I just playing this",6,5 hrs,C77568,Login: 2023-05-04 20:43; Logout: 2023-05-04 20:43,"(78.01783272276276, -92.35016157329542)"
64027115-d370-4b76-b07a-9a4a692ff860,"(40.879456, -117.502957)","('Samsung Galaxy S20', 'Android 11.8')",135.134.187.92,"ult!"", ""enemy ult incoming!"", ""reinforcements inbound!"", ""hold the cost."", ""I'm tempted to wait for all the new in-game",93,6 hrs,C31035,Login: 2023-05-04 12:43; Logout: 2023-05-04 12:43,"(143.9564919551746, -191.8720295209327)"
0b3cec2a-0b37-481b-b3b9-13641e8bfa83,"(39.523172, -79.846597)","('iPhone 10', 'iOS 15.3')",202.37.218.130,"""I'm tempted to buy that XP boost, but I don't want to waste my money."",",70,1 hrs,C34862,Login: 2023-05-01 14:49; Logout: 2023-05-01 14:49,"(78.89288249447685, 32.41813837116648)"
d16be8bb-8f05-40ff-8381-88aefb6cfdfe,"(30.787618, -115.684822)",Xbox Series X,25.219.182.103,"worked well!"", ""good luck next match!"", ""let's do you later!"", ""take cover!"", ""keep it ruins the next time!"", ""don't give",46,2 hrs,C35749,Login: 2023-05-09 03:06; Logout: 2023-05-09 03:06,"(-3.1483314308018855, 47.03715987644688)"
b0c1b7d3-c5e9-4184-ba0f-a3f3dc2eedfe,"(41.868893, -116.390502)",Xbox Series X,26.0.72.54,"Yeah, it takes some getting used to.",31,3 hrs,C99076,Login: 2023-05-02 02:08; Logout: 2023-05-02 02:08,"(72.37533181938713, -157.43234615718234)"
d56074b8-87ee-4613-88a8-7cae0d3b865e,"(45.941777, -85.575005)",PS5,52.169.156.221,"game mode, it up!"", ""you're a god!"", ""that was a play!"", ""you're a good idea. The prices can justify the",70,3 hrs,C42972,Login: 2023-05-01 17:05; Logout: 2023-05-01 17:05,"(271.9995064488563, -37.589870927297106)"
7e0c3a02-1e7d-422d-b2d9-ce0a00d4e8fd,"(25.415911, -85.649069)","('iPhone 11', 'iOS 15.1')",197.254.179.76,"reflexes!"", ""you're a good game, but they would stop putting pay-to-win items in the objective!"", ""defend the new character, it's",95,1 hrs,C91669,Login: 2023-05-09 14:17; Logout: 2023-05-09 14:17,"(76.10333744860795, 47.481296834548544)"
04eaea08-9897-4c7a-9345-13ea32a7f009,"(37.858084, -104.502987)","('Samsung Galaxy S20', 'Android 11.7')",39.195.26.148,"re"", ""gl hf"", ""i need to buy any more ways to play!"", ""you're welcome"", ""sorry"", ""no problem"", ""let's surprise them!"",",89,6 hrs,C49789,Login: 2023-05-04 11:09; Logout: 2023-05-04 11:09,"(-39.708041418853476, 64.49379406833292)"
072013e9-0898-4f1e-b8ed-0384939a33e4,"(48.483082, -92.076692)",Xbox Series X,52.150.83.222,"if I buy that in-game items in the help!"", ""you saved my life!"", ""sorry, my spending. The new skins?"", ""I",92,3 hrs,C80771,Login: 2023-05-08 03:09; Logout: 2023-05-08 03:09,"(47.686344628674085, 118.49017794180303)"
bf7c7477-f463-4e2d-8506-1c1d607adc0e,"(33.170116, -97.740242)","('iPhone 11', 'iOS 14.7')",142.131.167.151,"later!"", ""take cover!"", ""keep trying!"", ""better luck in the new feature, it's pretty cool. Yeah, it's so cool, I might",24,4 hrs,C76208,Login: 2023-05-09 20:33; Logout: 2023-05-09 20:33,"(78.1324000125156, -353.6889187813023)"
7563fedf-21b7-4089-ad36-e3c735b546c9,"(39.356623, -72.051925)","('Samsung Galaxy S21', 'Android 12.7')",122.230.154.236,"everywhere."", ""The new content. ""Join my life!"", ""sorry, my life!"", ""sorry, my team for a good game, but I buy",80,4 hrs,C94998,Login: 2023-05-09 14:24; Logout: 2023-05-09 14:24,"(161.22327136875646, -209.04282154924766)"
16c9613b-d9b1-482b-b2f4-d9af0b8ddd34,"(24.259603, -86.652376)","('Samsung Galaxy S22', 'Android 11.3')",40.33.167.81,"was legendary!"", ""gg, well played!"", ""that was insane!"", ""let's do this!"", ""i'm impressed!"", ""you're fast!"", ""you're a legendary drop from",63,3 hrs,C23257,Login: 2023-05-04 18:10; Logout: 2023-05-04 18:10,"(147.5378428405508, -8.118263819355278)"
f54b8fde-f9de-4103-8d81-84df8a6e47a4,"(35.485002, -100.345245)","('iPhone 12', 'iOS 15.2')",144.162.68.103,"force you to buy any more careful with pay-to-win items go on in-game item seller, I'm saving up for the",26,4 hrs,C62853,Login: 2023-05-03 15:37; Logout: 2023-05-03 15:37,"(-115.5840889597817, 173.60214916291662)"
6dfa7e94-23b0-4e45-a691-cbdebba42c4e,"(31.711734, -91.677759)","('iPhone 13', 'iOS 15.0')",170.2.207.170,"game, but I got a beast!"", ""i'm pinned down!"", ""hold the line!"", ""behind you!"", ""great teamwork!"", ""we make a good",71,2 hrs,C17110,Login: 2023-05-09 10:05; Logout: 2023-05-09 10:05,"(54.96795763619583, 317.79910172851896)"
